User_ID,total_watch_minutes,sessions,avg_completion,unique_genres,weekend_share,mobile_share,revenue,Age,Country,Subscription_Type,Churn_Status,Viewer_Segment_ID,Viewer_Segment
U105767,285.1,5,0.6439999999999999,5,0.4,0.6,3.1649999999999996,17,India,Premium,Active,3,Premium Loyalists
U105768,523.2,8,0.678875,6,0.125,0.375,3.464,16,Canada,Standard,Active,3,Premium Loyalists
U105769,342.5,4,0.7905,4,0.0,0.5,2.5319999999999996,22,Brazil,Premium,Active,0,Genre Explorers
U105770,656.4,11,0.7057272727272728,6,0.2727272727272727,0.2727272727272727,6.962999999999999,28,India,Premium,Active,3,Premium Loyalists
U105771,185.8,3,0.759,3,0.3333333333333333,0.3333333333333333,0.499,20,India,Mobile,Active,2,At-Risk Low Engagement
U105772,354.6,3,0.7290000000000001,3,0.6666666666666666,0.0,0.7990000000000002,42,India,Basic,Active,4,Casual Browsers
U105773,1102.4,14,0.6407857142857143,9,0.14285714285714285,0.35714285714285715,6.062,24,India,Standard,Active,1,Global Bingers
U105774,1034.5,14,0.7597857142857143,10,0.2857142857142857,0.35714285714285715,3.7286666666666672,34,Germany,Basic,Active,1,Global Bingers
U105775,120.60000000000001,2,0.4445,2,0.5,0.0,0.5326666666666667,62,Canada,Basic,Active,2,At-Risk Low Engagement
U105776,519.4,7,0.7021428571428572,5,0.14285714285714285,0.42857142857142855,4.430999999999999,35,Spain,Premium,Active,3,Premium Loyalists
U105777,152.29999999999998,3,0.512,3,0.3333333333333333,0.0,1.299,32,Spain,Standard,Active,2,At-Risk Low Engagement
U105778,312.1,5,0.659,5,0.6,0.8,3.1649999999999996,32,Australia,Premium,Active,4,Casual Browsers
U105779,167.2,2,0.782,2,0.0,0.5,0.5326666666666667,42,India,Basic,Active,0,Genre Explorers
U105780,349.6,4,0.7435,4,0.0,0.25,0.6653333333333333,40,Brazil,Mobile,Active,2,At-Risk Low Engagement
U105781,265.7,5,0.7124,4,0.4,0.0,0.8316666666666667,21,India,Mobile,Active,2,At-Risk Low Engagement
U105782,371.9,5,0.6926,5,0.4,0.8,2.165,29,Japan,Standard,Active,0,Genre Explorers
U105783,819.6,12,0.7915833333333334,5,0.3333333333333333,0.3333333333333333,1.996,25,India,Mobile,Active,3,Premium Loyalists
U105784,363.1,7,0.6585714285714286,6,0.42857142857142855,0.7142857142857143,1.8643333333333336,30,South Korea,Basic,Active,3,Premium Loyalists
U105785,155.7,4,0.592,2,0.25,1.0,2.5319999999999996,55,United States,Premium,Churned,0,Genre Explorers
U105786,780.5,13,0.6327692307692308,8,0.5384615384615384,0.23076923076923078,2.162333333333333,41,South Korea,Mobile,Active,3,Premium Loyalists
U105787,302.5,4,0.6020000000000001,4,0.25,0.75,2.5319999999999996,33,Canada,Premium,Active,0,Genre Explorers
U105788,231.4,3,0.6173333333333333,3,0.0,0.6666666666666666,1.8989999999999996,48,United States,Premium,Active,0,Genre Explorers
U105789,266.4,6,0.605,4,0.0,0.3333333333333333,2.598,36,Spain,Standard,Active,2,At-Risk Low Engagement
U105790,663.2,10,0.636,7,0.3,0.2,6.329999999999999,16,United States,Premium,Active,3,Premium Loyalists
U105791,106.1,1,0.836,1,1.0,0.0,0.6329999999999999,53,India,Premium,Active,4,Casual Browsers
U105792,51.2,1,0.55,1,0.0,0.0,0.26633333333333337,32,Japan,Basic,Churned,2,At-Risk Low Engagement
U105793,299.6,5,0.6567999999999999,4,0.4,0.2,1.3316666666666668,16,United Kingdom,Basic,Active,2,At-Risk Low Engagement
U105794,104.69999999999999,3,0.7386666666666667,2,0.6666666666666666,0.3333333333333333,1.8989999999999996,16,Australia,Premium,Active,4,Casual Browsers
U105796,398.1,5,0.6344,4,0.4,0.4,2.165,16,United States,Standard,Active,3,Premium Loyalists
U105797,519.5,7,0.6458571428571428,7,0.14285714285714285,0.14285714285714285,1.1643333333333334,50,Germany,Mobile,Active,3,Premium Loyalists
U105798,278.6,5,0.7535999999999999,5,0.0,0.2,3.1649999999999996,34,France,Premium,Active,2,At-Risk Low Engagement
U105799,87.0,2,0.5115,2,1.0,0.0,0.866,42,United States,Standard,Churned,4,Casual Browsers
U105800,116.6,2,0.6865,2,0.5,0.0,0.866,30,India,Standard,Active,4,Casual Browsers
U105801,366.4,4,0.77425,4,0.5,0.5,2.5319999999999996,40,France,Premium,Active,4,Casual Browsers
U105802,129.3,3,0.693,3,0.0,0.6666666666666666,1.8989999999999996,37,France,Premium,Churned,0,Genre Explorers
U105803,544.0,8,0.6685,8,0.125,0.5,3.464,33,France,Standard,Active,3,Premium Loyalists
U105804,57.5,2,0.7004999999999999,2,0.0,0.0,0.866,21,United States,Standard,Active,2,At-Risk Low Engagement
U105805,822.1,19,0.6001578947368421,9,0.3684210526315789,0.2631578947368421,12.026999999999997,38,Australia,Premium,Active,1,Global Bingers
U105806,78.8,1,0.692,1,0.0,0.0,0.6329999999999999,16,United States,Premium,Active,2,At-Risk Low Engagement
U105807,258.6,3,0.654,3,0.3333333333333333,0.0,1.8989999999999996,45,Japan,Premium,Active,2,At-Risk Low Engagement
U105809,212.7,3,0.762,3,0.3333333333333333,0.3333333333333333,1.8989999999999996,39,United Kingdom,Premium,Active,2,At-Risk Low Engagement
U105810,198.1,4,0.62375,3,0.25,0.25,1.732,16,Mexico,Standard,Active,2,At-Risk Low Engagement
U105811,500.3,8,0.54975,5,0.5,0.0,2.130666666666667,20,India,Basic,Active,3,Premium Loyalists
U105812,291.2,5,0.732,3,0.0,0.2,3.1649999999999996,27,India,Premium,Active,2,At-Risk Low Engagement
U105813,166.5,4,0.6327499999999999,3,0.25,0.25,2.5319999999999996,42,Japan,Premium,Active,2,At-Risk Low Engagement
U105814,48.4,1,0.88,1,0.0,1.0,0.433,22,Australia,Standard,Churned,0,Genre Explorers
U105815,201.4,3,0.5173333333333333,3,0.0,0.6666666666666666,1.8989999999999996,64,Brazil,Premium,Active,0,Genre Explorers
U105816,179.89999999999998,3,0.694,3,0.0,0.3333333333333333,1.299,30,Canada,Standard,Churned,2,At-Risk Low Engagement
U105817,289.7,5,0.5704,5,0.4,0.4,1.3316666666666668,21,Spain,Basic,Active,3,Premium Loyalists
U105818,265.4,3,0.6856666666666666,2,0.3333333333333333,0.0,1.299,31,South Korea,Standard,Active,2,At-Risk Low Engagement
U105819,669.7,6,0.7916666666666666,5,0.0,0.8333333333333334,2.598,22,Brazil,Standard,Active,0,Genre Explorers
U105820,220.5,2,0.8865000000000001,2,0.5,0.0,1.2659999999999998,19,Japan,Premium,Active,4,Casual Browsers
U105821,253.1,4,0.53525,4,0.0,0.25,2.5319999999999996,46,United States,Premium,Active,2,At-Risk Low Engagement
U105822,538.0,8,0.784375,6,0.5,0.5,5.063999999999999,40,India,Premium,Active,3,Premium Loyalists
U105824,281.6,6,0.6675,4,0.0,0.3333333333333333,2.598,49,Brazil,Standard,Active,2,At-Risk Low Engagement
U105825,434.7,6,0.65,4,0.3333333333333333,0.6666666666666666,1.5980000000000003,39,United States,Basic,Active,0,Genre Explorers
U105826,196.1,3,0.8166666666666668,2,0.3333333333333333,0.3333333333333333,1.8989999999999996,21,India,Premium,Churned,4,Casual Browsers
U105827,446.6,7,0.5922857142857143,6,0.2857142857142857,0.42857142857142855,1.8643333333333336,42,United Kingdom,Basic,Churned,3,Premium Loyalists
U105828,119.3,2,0.8935,2,0.0,0.0,0.866,20,France,Standard,Churned,2,At-Risk Low Engagement
U105829,639.7,9,0.6777777777777777,7,0.1111111111111111,0.3333333333333333,5.696999999999999,28,India,Premium,Active,3,Premium Loyalists
U105830,799.9,12,0.6259166666666667,7,0.3333333333333333,0.5,7.595999999999998,33,Mexico,Premium,Active,1,Global Bingers
U105831,88.2,1,0.493,1,0.0,0.0,0.433,32,India,Standard,Churned,2,At-Risk Low Engagement
U105832,717.9,10,0.6263,6,0.3,0.4,4.33,16,Brazil,Standard,Active,3,Premium Loyalists
U105833,98.39999999999999,2,0.6924999999999999,2,0.0,0.0,1.2659999999999998,22,France,Premium,Active,2,At-Risk Low Engagement
U105834,24.8,1,0.855,1,0.0,0.0,0.433,33,India,Standard,Active,2,At-Risk Low Engagement
U105835,163.5,4,0.6327499999999999,4,0.25,0.25,1.0653333333333335,26,Japan,Basic,Active,2,At-Risk Low Engagement
U105836,269.9,3,0.8026666666666666,3,0.3333333333333333,0.3333333333333333,0.499,47,Canada,Mobile,Active,4,Casual Browsers
U105837,1143.4,14,0.6865714285714286,8,0.14285714285714285,0.5,6.062,49,Japan,Standard,Active,1,Global Bingers
U105838,994.1,14,0.6919285714285713,9,0.2857142857142857,0.5,6.062,20,India,Standard,Active,1,Global Bingers
U105839,1122.1,15,0.7712666666666667,9,0.3333333333333333,0.4,3.9950000000000006,34,Germany,Basic,Active,1,Global Bingers
U105840,68.7,2,0.4215,2,0.0,0.5,0.866,52,India,Standard,Churned,2,At-Risk Low Engagement
U105841,362.7,6,0.7688333333333333,4,0.0,0.16666666666666666,2.598,32,United Kingdom,Standard,Active,2,At-Risk Low Engagement
U105842,276.0,4,0.6445000000000001,2,0.0,0.5,1.0653333333333335,29,United States,Basic,Active,0,Genre Explorers
U105843,647.5,11,0.6905454545454546,7,0.18181818181818182,0.45454545454545453,4.763,44,Canada,Standard,Churned,3,Premium Loyalists
U105846,193.7,4,0.6765,3,0.25,0.25,0.6653333333333333,26,South Korea,Mobile,Churned,2,At-Risk Low Engagement
U105848,183.9,2,0.794,2,0.0,0.0,0.5326666666666667,43,Brazil,Basic,Churned,2,At-Risk Low Engagement
U105849,1133.2,20,0.6466999999999999,11,0.35,0.25,12.659999999999998,35,Mexico,Premium,Active,1,Global Bingers
U105850,222.0,5,0.6066,4,0.4,0.4,0.8316666666666667,35,United States,Mobile,Active,2,At-Risk Low Engagement
U105851,76.5,2,0.6194999999999999,2,0.0,1.0,0.33266666666666667,16,India,Mobile,Active,0,Genre Explorers
U105852,440.7,8,0.7605,6,0.5,0.5,2.130666666666667,29,India,Basic,Churned,3,Premium Loyalists
U105853,325.8,7,0.718,5,0.0,0.5714285714285714,1.8643333333333336,44,Mexico,Basic,Active,0,Genre Explorers
U105854,98.4,1,0.589,1,0.0,0.0,0.26633333333333337,24,Japan,Basic,Churned,2,At-Risk Low Engagement
U105855,744.8,10,0.6881,7,0.4,0.3,6.329999999999999,42,India,Premium,Active,3,Premium Loyalists
U105856,935.5,13,0.7028461538461539,8,0.3076923076923077,0.15384615384615385,5.629,37,United Kingdom,Standard,Active,1,Global Bingers
U105857,436.4,4,0.8255,4,0.5,0.5,1.732,31,United States,Standard,Active,4,Casual Browsers
U105858,155.2,2,0.6645000000000001,2,0.0,0.5,0.866,50,France,Standard,Active,0,Genre Explorers
U105859,283.3,5,0.6093999999999999,3,0.2,0.6,1.3316666666666668,29,United Kingdom,Basic,Churned,0,Genre Explorers
U105860,295.0,4,0.608,4,0.0,0.0,2.5319999999999996,30,India,Premium,Active,2,At-Risk Low Engagement
U105861,209.0,4,0.76075,4,0.5,0.0,1.0653333333333335,31,India,Basic,Active,4,Casual Browsers
U105862,673.6,7,0.7754285714285715,6,0.42857142857142855,0.2857142857142857,4.430999999999999,34,Japan,Premium,Active,3,Premium Loyalists
U105863,486.5,6,0.778,6,0.0,0.5,3.797999999999999,43,India,Premium,Active,3,Premium Loyalists
U105864,133.1,2,0.596,2,0.0,0.5,1.2659999999999998,16,Spain,Premium,Active,2,At-Risk Low Engagement
U105865,621.9,8,0.773875,5,0.625,0.25,3.464,44,Mexico,Standard,Active,3,Premium Loyalists
U105866,202.0,2,0.7444999999999999,2,0.0,0.0,1.2659999999999998,34,Germany,Premium,Active,2,At-Risk Low Engagement
U105867,270.4,4,0.76275,4,0.0,0.0,2.5319999999999996,40,South Korea,Premium,Active,2,At-Risk Low Engagement
U105868,172.5,3,0.6233333333333333,3,0.6666666666666666,0.3333333333333333,0.7990000000000002,62,United States,Basic,Active,4,Casual Browsers
U105870,765.5,10,0.7474999999999999,9,0.5,0.2,6.329999999999999,19,India,Premium,Active,1,Global Bingers
U105871,760.3,11,0.5593636363636364,10,0.18181818181818182,0.36363636363636365,4.763,36,Germany,Standard,Churned,1,Global Bingers
U105872,760.7,11,0.7063636363636363,8,0.18181818181818182,0.5454545454545454,2.929666666666667,38,India,Basic,Active,3,Premium Loyalists
U105873,337.9,6,0.6998333333333333,5,0.16666666666666666,0.6666666666666666,1.5980000000000003,44,Canada,Basic,Active,0,Genre Explorers
U105874,277.4,3,0.6626666666666666,3,0.0,0.3333333333333333,0.7990000000000002,27,South Korea,Basic,Active,2,At-Risk Low Engagement
U105875,49.3,2,0.742,2,0.5,0.5,0.866,24,Spain,Standard,Active,4,Casual Browsers
U105876,776.2,14,0.6357857142857143,7,0.21428571428571427,0.35714285714285715,8.861999999999998,16,Canada,Premium,Active,1,Global Bingers
U105878,132.39999999999998,2,0.681,2,0.0,0.5,1.2659999999999998,29,United Kingdom,Premium,Churned,0,Genre Explorers
U105879,372.9,6,0.6723333333333333,5,0.5,0.3333333333333333,2.598,32,Spain,Standard,Active,3,Premium Loyalists
U105880,288.7,3,0.7776666666666667,3,0.3333333333333333,0.6666666666666666,1.299,58,United States,Standard,Active,0,Genre Explorers
U105881,140.8,3,0.8220000000000001,3,0.0,0.6666666666666666,0.7990000000000002,16,United States,Basic,Active,0,Genre Explorers
U105882,83.3,1,0.833,1,1.0,1.0,0.6329999999999999,38,Japan,Premium,Active,4,Casual Browsers
U105883,131.3,2,0.7270000000000001,2,0.0,0.5,0.33266666666666667,25,Spain,Mobile,Churned,0,Genre Explorers
U105884,42.6,1,0.479,1,0.0,1.0,0.433,36,India,Standard,Churned,0,Genre Explorers
U105885,96.9,4,0.649,3,0.5,0.0,1.0653333333333335,27,Spain,Basic,Active,2,At-Risk Low Engagement
U105886,374.7,7,0.7135714285714286,5,0.2857142857142857,0.0,1.8643333333333336,46,United Kingdom,Basic,Active,3,Premium Loyalists
U105887,327.3,3,0.8223333333333334,2,0.0,0.6666666666666666,0.7990000000000002,46,Japan,Basic,Active,0,Genre Explorers
U105888,260.1,4,0.649,3,0.0,0.5,2.5319999999999996,32,South Korea,Premium,Active,0,Genre Explorers
U105889,150.0,2,0.6234999999999999,1,0.5,0.0,0.5326666666666667,51,Germany,Basic,Churned,2,At-Risk Low Engagement
U105890,63.3,1,0.591,1,0.0,0.0,0.16633333333333333,43,Mexico,Mobile,Active,2,At-Risk Low Engagement
U105891,177.0,5,0.7024,4,0.2,0.2,2.165,50,United States,Standard,Active,2,At-Risk Low Engagement
U105892,599.4,8,0.614625,6,0.0,0.625,3.464,33,Canada,Standard,Active,3,Premium Loyalists
U105893,81.1,1,0.795,1,0.0,1.0,0.6329999999999999,45,Germany,Premium,Active,0,Genre Explorers
U105894,221.60000000000002,4,0.7717499999999999,4,0.25,0.5,1.0653333333333335,24,Canada,Basic,Active,0,Genre Explorers
U105895,210.79999999999998,3,0.6793333333333332,3,0.6666666666666666,0.3333333333333333,1.8989999999999996,23,France,Premium,Active,4,Casual Browsers
U105896,650.7,13,0.6562307692307692,10,0.15384615384615385,0.3076923076923077,3.462333333333334,60,United Kingdom,Basic,Active,3,Premium Loyalists
U105897,635.5,8,0.685625,5,0.0,0.625,5.063999999999999,20,India,Premium,Active,3,Premium Loyalists
U105898,568.7,9,0.7704444444444445,5,0.2222222222222222,0.6666666666666666,3.897,28,Australia,Standard,Active,3,Premium Loyalists
U105899,1506.0,20,0.7416,10,0.05,0.4,5.326666666666667,16,India,Basic,Active,1,Global Bingers
U105900,209.8,2,0.81,2,0.0,0.5,1.2659999999999998,23,United States,Premium,Active,0,Genre Explorers
U105901,623.4,11,0.6927272727272727,8,0.45454545454545453,0.2727272727272727,2.929666666666667,22,Japan,Basic,Active,3,Premium Loyalists
U105902,164.6,2,0.589,2,0.5,0.5,0.5326666666666667,25,United States,Basic,Churned,4,Casual Browsers
U105903,217.6,2,0.7985,2,0.5,0.0,1.2659999999999998,37,France,Premium,Churned,4,Casual Browsers
U105904,748.7,11,0.6663636363636364,8,0.18181818181818182,0.45454545454545453,4.763,40,United States,Standard,Active,3,Premium Loyalists
U105905,332.7,4,0.7404999999999999,3,0.75,0.25,0.6653333333333333,21,United States,Mobile,Active,4,Casual Browsers
U105906,316.5,5,0.8156000000000001,5,0.4,0.6,3.1649999999999996,24,Canada,Premium,Active,3,Premium Loyalists
U105907,28.4,1,0.788,1,0.0,1.0,0.6329999999999999,47,India,Premium,Active,0,Genre Explorers
U105908,581.8000000000001,7,0.747,7,0.2857142857142857,0.8571428571428571,3.031,54,South Korea,Standard,Active,3,Premium Loyalists
U105909,94.4,1,0.953,1,1.0,1.0,0.26633333333333337,49,India,Basic,Churned,4,Casual Browsers
U105911,677.1,8,0.564375,8,0.5,0.25,2.130666666666667,48,United Kingdom,Basic,Active,3,Premium Loyalists
U105912,311.9,3,0.7323333333333334,3,0.3333333333333333,0.0,1.299,56,Canada,Standard,Active,2,At-Risk Low Engagement
U105913,194.6,4,0.756,3,0.0,0.0,1.0653333333333335,16,India,Basic,Active,2,At-Risk Low Engagement
U105914,119.7,2,0.7424999999999999,2,0.5,0.0,0.5326666666666667,46,Mexico,Basic,Churned,4,Casual Browsers
U105915,144.3,2,0.7315,2,0.0,1.0,0.866,36,United Kingdom,Standard,Churned,0,Genre Explorers
U105916,327.1,5,0.734,5,0.2,0.2,3.1649999999999996,30,United Kingdom,Premium,Active,3,Premium Loyalists
U105917,199.8,5,0.6639999999999999,5,0.2,0.0,3.1649999999999996,35,India,Premium,Active,2,At-Risk Low Engagement
U105918,559.9,6,0.7108333333333333,6,0.16666666666666666,0.6666666666666666,0.998,39,India,Mobile,Active,3,Premium Loyalists
U105919,278.3,3,0.7546666666666667,2,0.0,0.3333333333333333,1.299,47,India,Standard,Active,2,At-Risk Low Engagement
U105920,297.6,5,0.7578,5,0.2,0.2,2.165,47,India,Standard,Active,2,At-Risk Low Engagement
U105921,662.5,9,0.6603333333333333,7,0.3333333333333333,0.6666666666666666,2.3970000000000002,16,Germany,Basic,Active,3,Premium Loyalists
U105922,291.4,5,0.8071999999999999,5,0.2,0.2,3.1649999999999996,26,Canada,Premium,Active,3,Premium Loyalists
U105923,517.4,9,0.6883333333333334,7,0.4444444444444444,0.6666666666666666,3.897,35,India,Standard,Active,3,Premium Loyalists
U105924,837.5,12,0.70175,8,0.25,0.25,5.196,52,India,Standard,Active,1,Global Bingers
U105925,83.5,1,0.553,1,1.0,0.0,0.26633333333333337,16,India,Basic,Active,4,Casual Browsers
U105926,368.5,6,0.7858333333333333,5,0.3333333333333333,0.16666666666666666,3.797999999999999,26,Brazil,Premium,Active,3,Premium Loyalists
U105927,241.1,8,0.56225,6,0.0,0.375,5.063999999999999,16,United States,Premium,Churned,3,Premium Loyalists
U105928,264.1,4,0.63275,4,0.25,0.0,0.6653333333333333,17,India,Mobile,Active,2,At-Risk Low Engagement
U105929,155.1,3,0.8696666666666667,2,0.3333333333333333,0.3333333333333333,0.7990000000000002,45,Brazil,Basic,Active,4,Casual Browsers
U105930,222.9,4,0.55525,4,0.0,0.5,0.6653333333333333,27,Japan,Mobile,Active,2,At-Risk Low Engagement
U105931,76.1,2,0.7845,2,0.0,1.0,0.5326666666666667,16,India,Basic,Churned,0,Genre Explorers
U105932,229.7,5,0.6113999999999999,3,0.4,0.4,2.165,32,Canada,Standard,Active,4,Casual Browsers
U105933,362.7,6,0.6131666666666667,5,0.0,0.5,1.5980000000000003,58,Japan,Basic,Active,3,Premium Loyalists
U105934,174.0,2,0.6214999999999999,2,1.0,0.0,0.5326666666666667,16,Canada,Basic,Active,4,Casual Browsers
U105935,168.0,5,0.6641999999999999,4,0.6,0.4,2.165,40,United States,Standard,Churned,4,Casual Browsers
U105937,288.4,4,0.7275,3,0.25,0.5,1.732,33,Spain,Standard,Active,0,Genre Explorers
U105938,477.5,8,0.7555000000000001,5,0.375,0.125,5.063999999999999,57,Japan,Premium,Churned,3,Premium Loyalists
U105939,270.6,4,0.579,3,0.25,0.5,2.5319999999999996,26,India,Premium,Active,2,At-Risk Low Engagement
U105940,20.2,1,0.595,1,1.0,1.0,0.6329999999999999,51,Canada,Premium,Active,4,Casual Browsers
U105941,355.6,7,0.6648571428571428,5,0.42857142857142855,0.42857142857142855,3.031,48,Canada,Standard,Active,3,Premium Loyalists
U105942,191.2,5,0.55,3,0.4,0.6,1.3316666666666668,33,Spain,Basic,Active,0,Genre Explorers
U105943,388.8,8,0.664,7,0.5,0.25,5.063999999999999,16,Germany,Premium,Active,3,Premium Loyalists
U105944,132.4,2,0.7055,2,0.0,0.0,0.5326666666666667,21,Japan,Basic,Active,2,At-Risk Low Engagement
U105945,257.2,4,0.85625,4,0.5,0.0,1.0653333333333335,16,United States,Basic,Active,4,Casual Browsers
U105946,693.3,11,0.6625454545454545,7,0.45454545454545453,0.45454545454545453,2.929666666666667,41,Germany,Basic,Active,3,Premium Loyalists
U105947,100.30000000000001,2,0.632,2,0.0,0.5,1.2659999999999998,39,India,Premium,Churned,0,Genre Explorers
U105948,238.8,4,0.62625,4,0.0,0.5,1.732,34,Australia,Standard,Active,0,Genre Explorers
U105949,696.6,9,0.7412222222222222,7,0.3333333333333333,0.2222222222222222,5.696999999999999,32,South Korea,Premium,Active,3,Premium Loyalists
U105950,101.0,2,0.5215000000000001,2,0.0,0.5,0.866,50,South Korea,Standard,Churned,2,At-Risk Low Engagement
U105951,1141.8,14,0.7363571428571428,8,0.42857142857142855,0.7142857142857143,6.062,37,South Korea,Standard,Active,1,Global Bingers
U105953,61.7,1,0.734,1,1.0,0.0,0.26633333333333337,35,India,Basic,Active,4,Casual Browsers
U105955,1054.3,13,0.7354615384615385,10,0.0,0.46153846153846156,8.229,41,Germany,Premium,Active,1,Global Bingers
U105956,153.2,3,0.5083333333333333,3,1.0,1.0,1.299,29,France,Standard,Active,4,Casual Browsers
U105957,697.0,12,0.7201666666666666,10,0.3333333333333333,0.5833333333333334,3.1960000000000006,33,South Korea,Basic,Active,3,Premium Loyalists
U105958,653.8,9,0.6758888888888889,6,0.2222222222222222,0.4444444444444444,5.696999999999999,39,United States,Premium,Active,3,Premium Loyalists
U105959,430.5,8,0.610125,6,0.25,0.25,3.464,28,Germany,Standard,Active,3,Premium Loyalists
U105960,297.8,4,0.6925,4,0.25,0.25,1.0653333333333335,27,Germany,Basic,Active,2,At-Risk Low Engagement
U105962,741.5,11,0.696,7,0.09090909090909091,0.36363636363636365,4.763,52,Canada,Standard,Active,3,Premium Loyalists
U105963,433.7,6,0.7025,5,0.16666666666666666,0.3333333333333333,2.598,43,Japan,Standard,Active,3,Premium Loyalists
U105964,137.4,2,0.49949999999999994,2,0.0,1.0,1.2659999999999998,29,France,Premium,Churned,0,Genre Explorers
U105965,224.2,5,0.48360000000000003,4,0.4,0.0,1.3316666666666668,44,United States,Basic,Active,2,At-Risk Low Engagement
U105966,755.8,9,0.7374444444444443,5,0.2222222222222222,0.5555555555555556,5.696999999999999,34,Australia,Premium,Active,3,Premium Loyalists
U105967,986.5,16,0.6580625,9,0.375,0.375,6.928,38,India,Standard,Active,1,Global Bingers
U105969,253.0,4,0.7495,2,0.25,0.25,2.5319999999999996,16,United States,Premium,Active,2,At-Risk Low Engagement
U105970,487.8,8,0.813625,6,0.625,0.75,3.464,16,South Korea,Standard,Active,3,Premium Loyalists
U105971,559.8,8,0.65475,8,0.375,0.5,2.130666666666667,36,Canada,Basic,Active,3,Premium Loyalists
U105972,1183.1,20,0.6487999999999999,12,0.2,0.25,8.66,23,United Kingdom,Standard,Active,1,Global Bingers
U105973,61.199999999999996,2,0.46950000000000003,2,0.0,0.5,0.33266666666666667,16,United States,Mobile,Active,2,At-Risk Low Engagement
U105974,92.7,2,0.4675,2,0.0,0.0,0.33266666666666667,24,Canada,Mobile,Active,2,At-Risk Low Engagement
U105975,156.7,3,0.6970000000000001,3,0.0,0.3333333333333333,0.7990000000000002,45,United States,Basic,Churned,2,At-Risk Low Engagement
U105976,441.0,4,0.7697499999999999,3,0.25,0.0,2.5319999999999996,38,United States,Premium,Active,2,At-Risk Low Engagement
U105977,196.89999999999998,3,0.7433333333333333,2,1.0,0.6666666666666666,1.299,43,South Korea,Standard,Active,4,Casual Browsers
U105978,665.5,9,0.754,9,0.1111111111111111,0.6666666666666666,2.3970000000000002,39,South Korea,Basic,Active,3,Premium Loyalists
U105979,205.79999999999998,6,0.5815,4,0.16666666666666666,0.6666666666666666,3.797999999999999,22,India,Premium,Active,0,Genre Explorers
U105981,155.5,4,0.4675,4,0.75,0.5,1.732,41,Australia,Standard,Churned,4,Casual Browsers
U105982,932.5,12,0.7464166666666667,7,0.25,0.25,7.595999999999998,32,United Kingdom,Premium,Active,1,Global Bingers
U105983,702.6999999999999,11,0.6990909090909091,8,0.36363636363636365,0.18181818181818182,4.763,34,United Kingdom,Standard,Active,3,Premium Loyalists
U105984,292.2,5,0.8144,3,0.0,0.4,3.1649999999999996,43,Japan,Premium,Active,0,Genre Explorers
U105985,752.9,8,0.650375,6,0.375,0.375,3.464,25,United States,Standard,Churned,3,Premium Loyalists
U105986,328.6,4,0.7215,3,0.25,0.75,1.0653333333333335,47,Mexico,Basic,Active,0,Genre Explorers
U105987,128.2,2,0.8995,2,0.0,0.5,0.866,40,United States,Standard,Churned,0,Genre Explorers
U105988,522.3,9,0.7752222222222223,8,0.0,0.3333333333333333,1.4969999999999999,34,South Korea,Mobile,Active,3,Premium Loyalists
U105989,253.7,2,0.8755,1,0.0,0.0,0.866,52,South Korea,Standard,Active,2,At-Risk Low Engagement
U105990,902.4,13,0.6340000000000001,8,0.23076923076923078,0.38461538461538464,3.462333333333334,18,Canada,Basic,Active,3,Premium Loyalists
U105992,99.2,1,0.628,1,0.0,1.0,0.16633333333333333,25,Germany,Mobile,Active,0,Genre Explorers
U105993,89.9,1,0.899,1,1.0,0.0,0.16633333333333333,38,Mexico,Mobile,Active,4,Casual Browsers
U105994,658.0,14,0.6382142857142857,10,0.2857142857142857,0.5714285714285714,6.062,48,Japan,Standard,Active,1,Global Bingers
U105995,328.3,5,0.6482,4,0.0,0.4,2.165,22,Spain,Standard,Active,2,At-Risk Low Engagement
U105996,107.4,3,0.4606666666666667,3,0.0,0.0,1.299,73,India,Standard,Active,2,At-Risk Low Engagement
U105997,689.1,13,0.6549230769230768,9,0.23076923076923078,0.07692307692307693,8.229,26,France,Premium,Active,1,Global Bingers
U105998,803.1,11,0.6638181818181818,8,0.0,0.36363636363636365,1.8296666666666668,38,Japan,Mobile,Active,3,Premium Loyalists
U105999,465.1,7,0.6344285714285715,7,0.42857142857142855,0.14285714285714285,4.430999999999999,34,France,Premium,Active,3,Premium Loyalists
U106000,130.0,1,0.778,1,0.0,1.0,0.433,34,United Kingdom,Standard,Churned,0,Genre Explorers
U106001,295.5,4,0.6445000000000001,4,1.0,0.5,1.0653333333333335,24,South Korea,Basic,Churned,4,Casual Browsers
U106002,558.5,4,0.8285,3,0.5,0.25,1.732,46,Germany,Standard,Churned,4,Casual Browsers
U106003,503.8,7,0.7497142857142858,6,0.2857142857142857,0.42857142857142855,1.8643333333333336,23,Canada,Basic,Active,3,Premium Loyalists
U106004,61.4,1,0.426,1,0.0,0.0,0.26633333333333337,16,South Korea,Basic,Churned,2,At-Risk Low Engagement
U106005,367.2,6,0.7458333333333332,4,0.16666666666666666,0.16666666666666666,2.598,20,France,Standard,Active,2,At-Risk Low Engagement
U106006,241.0,4,0.72075,4,0.25,0.25,2.5319999999999996,51,Brazil,Premium,Active,2,At-Risk Low Engagement
U106007,464.6,6,0.7048333333333333,4,0.16666666666666666,0.3333333333333333,3.797999999999999,49,Japan,Premium,Active,3,Premium Loyalists
U106008,206.5,4,0.43225,3,0.5,0.5,2.5319999999999996,16,France,Premium,Active,4,Casual Browsers
