User_ID,Age,Country,Subscription_Type,Signup_Date,Watch_Hours,Churn_Status
U105302,20,Japan,Premium,2025-04-26,69.74,Active
U105303,52,Brazil,Standard,2023-05-12,22.28,Churned
U105304,18,United States,Basic,2025-11-13,3.67,Active
U105305,47,United States,Premium,2025-04-01,60.07,Active
U105306,16,United Kingdom,Mobile,2025-06-18,24.51,Active
U105307,32,India,Standard,2022-07-31,7.48,Active
U105308,19,South Korea,Basic,2022-01-19,3.5,Churned
U105309,26,United Kingdom,Standard,2025-11-27,24.67,Active
U105310,55,Canada,Standard,2024-06-19,60.19,Active
U105311,29,Japan,Basic,2024-05-19,10.04,Active
U105312,20,United States,Standard,2024-10-21,26.52,Active
U105313,39,United States,Premium,2024-10-10,19.62,Active
U105314,29,Mexico,Standard,2022-03-02,86.17,Active
U105315,35,Brazil,Standard,2023-03-24,62.26,Active
U105316,23,India,Basic,2024-02-29,15.94,Active
U105317,23,South Korea,Mobile,2022-02-16,105.39,Active
U105318,24,United Kingdom,Standard,2025-07-17,34.66,Active
U105319,43,Brazil,Standard,2022-08-27,21.14,Active
U105320,31,United States,Basic,2023-09-20,52.3,Active
U105321,21,India,Premium,2022-07-27,60.18,Active
U105322,35,Japan,Mobile,2022-04-02,45.47,Active
U105323,34,Brazil,Basic,2023-10-08,67.45,Active
U105324,40,United Kingdom,Basic,2025-02-08,50.1,Active
U105325,28,Mexico,Basic,2023-03-04,39.48,Active
U105326,33,United States,Premium,2023-11-01,31.66,Active
U105327,39,Japan,Mobile,2025-10-10,34.51,Active
U105328,21,Australia,Standard,2023-07-03,60.22,Active
U105329,44,Brazil,Standard,2025-05-13,28.55,Active
U105330,34,Canada,Premium,2025-12-12,25.67,Active
U105331,20,Germany,Premium,2024-02-28,23.82,Active
U105332,20,United Kingdom,Basic,2024-06-12,67.49,Active
U105333,32,Mexico,Basic,2025-05-29,91.46,Active
U105334,27,United Kingdom,Standard,2024-09-19,63.06,Active
U105335,43,Brazil,Premium,2024-05-04,44.57,Active
U105336,30,South Korea,Premium,2025-07-14,89.41,Active
U105337,37,Japan,Premium,2025-09-05,86.08,Active
U105338,23,Germany,Premium,2023-03-21,26.17,Active
U105339,33,South Korea,Basic,2024-12-23,6.47,Active
U105340,49,South Korea,Standard,2023-01-15,20.61,Active
U105341,32,Germany,Basic,2024-12-09,11.49,Active
U105342,27,Germany,Mobile,2022-05-07,28.82,Active
U105343,23,India,Standard,2023-02-06,59.14,Active
U105344,33,Canada,Standard,2025-03-03,34.99,Active
U105345,50,Spain,Basic,2025-03-05,51.54,Active
U105346,17,United States,Premium,2023-11-17,29.59,Active
U105347,33,United States,Premium,2025-02-01,64.43,Active
U105348,16,Mexico,Premium,2023-12-11,63.35,Active
U105349,29,United Kingdom,Basic,2022-04-29,98.5,Active
U105350,37,South Korea,Mobile,2025-03-31,3.78,Active
U105351,16,Brazil,Premium,2022-03-26,156.5,Active
U105352,28,Germany,Premium,2025-03-16,137.74,Active
U105353,37,United States,Premium,2025-07-10,16.77,Active
U105354,35,Canada,Mobile,2022-01-03,27.84,Active
U105355,38,Germany,Mobile,2025-11-30,59.65,Active
U105356,22,Brazil,Standard,2024-06-19,3.44,Churned
U105357,37,Germany,Standard,2024-06-01,23.6,Active
U105358,26,Mexico,Standard,2023-04-19,4.27,Active
U105359,42,Australia,Premium,2022-09-07,80.77,Active
U105360,16,India,Premium,2022-02-03,6.3,Active
U105361,30,United Kingdom,Basic,2023-09-07,22.29,Active
U105362,35,India,Basic,2025-02-28,46.48,Active
U105363,50,Mexico,Mobile,2022-01-31,8.95,Active
U105364,35,United States,Mobile,2022-11-23,74.11,Churned
U105365,36,Canada,Mobile,2025-04-14,43.03,Churned
U105366,38,Japan,Standard,2023-10-02,78.0,Active
U105367,49,Canada,Premium,2022-05-31,42.09,Active
U105368,29,South Korea,Premium,2025-12-05,52.44,Active
U105369,17,United States,Standard,2023-05-05,24.41,Active
U105370,16,Brazil,Basic,2022-09-16,26.11,Churned
U105371,41,India,Mobile,2024-04-01,15.94,Churned
U105372,36,United States,Basic,2022-05-05,9.24,Churned
U105373,30,India,Standard,2024-10-16,29.79,Active
U105374,26,France,Premium,2024-07-30,13.94,Active
U105375,36,United States,Premium,2025-08-17,166.36,Active
U105376,36,India,Basic,2023-03-06,26.39,Active
U105377,39,United States,Premium,2023-09-08,25.04,Churned
U105378,20,United States,Basic,2024-09-04,29.93,Active
U105379,16,India,Premium,2022-10-06,61.99,Active
U105380,23,South Korea,Basic,2023-06-13,20.62,Active
U105381,17,South Korea,Premium,2022-06-08,59.05,Active
U105382,17,Japan,Premium,2024-10-20,11.42,Active
U105383,52,France,Basic,2024-08-19,5.97,Churned
U105384,16,India,Basic,2022-05-18,52.05,Active
U105385,39,Japan,Premium,2022-07-08,26.35,Active
U105386,44,Japan,Basic,2023-08-08,24.74,Active
U105387,45,Canada,Basic,2024-08-19,7.65,Active
U105388,37,United States,Standard,2025-02-26,48.37,Active
U105389,49,Brazil,Mobile,2023-10-29,19.2,Active
U105390,55,United States,Standard,2025-03-19,63.66,Active
U105391,30,United Kingdom,Standard,2023-09-01,76.15,Active
U105392,39,South Korea,Mobile,2024-05-15,27.27,Churned
U105393,49,United States,Standard,2023-01-16,35.78,Active
U105394,23,France,Standard,2024-07-25,23.71,Churned
U105395,31,Spain,Standard,2025-08-09,128.61,Active
U105396,26,Brazil,Standard,2023-02-22,28.88,Churned
U105397,39,Spain,Standard,2024-11-11,84.66,Active
U105398,16,Brazil,Premium,2023-10-25,58.13,Active
U105399,51,India,Basic,2024-02-06,8.31,Churned
U105400,40,Mexico,Premium,2024-04-24,177.55,Active
U105401,41,United States,Basic,2023-09-11,11.78,Active
U105402,16,India,Standard,2024-08-30,25.33,Active
U105403,21,United States,Basic,2023-06-11,37.48,Active
U105404,51,Canada,Standard,2022-08-27,57.04,Active
U105405,31,United States,Premium,2023-08-06,66.35,Active
U105406,16,Canada,Standard,2023-10-07,32.47,Active
U105407,36,Australia,Basic,2025-05-31,31.52,Active
U105408,42,Mexico,Basic,2024-07-25,29.41,Active
U105409,40,Mexico,Premium,2023-09-08,42.05,Active
U105410,32,United States,Basic,2025-05-30,39.84,Active
U105411,47,Germany,Premium,2022-01-07,88.3,Active
U105412,25,France,Standard,2024-09-30,39.96,Active
U105413,40,United States,Basic,2025-09-09,29.64,Active
U105414,35,Spain,Premium,2024-10-11,129.21,Active
U105415,32,Canada,Standard,2024-05-15,18.96,Churned
U105416,29,Mexico,Basic,2024-02-15,26.2,Active
U105417,29,United States,Mobile,2022-08-30,21.79,Active
U105418,34,United States,Basic,2022-08-13,11.83,Churned
U105419,30,Mexico,Standard,2022-07-04,51.92,Active
U105420,42,United States,Standard,2025-09-26,18.08,Active
U105421,27,Mexico,Standard,2023-07-04,25.85,Active
U105422,52,India,Premium,2025-11-10,30.23,Active
U105423,27,United Kingdom,Basic,2024-06-12,31.43,Active
U105424,45,Japan,Mobile,2025-01-04,24.07,Churned
U105425,45,Mexico,Premium,2025-10-03,121.31,Active
U105426,35,Brazil,Mobile,2024-01-19,50.15,Churned
U105427,34,Japan,Premium,2022-03-21,101.85,Active
U105428,25,United States,Mobile,2025-04-17,24.31,Active
U105429,27,United States,Premium,2023-05-31,58.11,Active
U105430,36,Canada,Standard,2022-08-13,46.46,Active
U105431,33,Canada,Standard,2023-01-11,28.68,Active
U105432,48,France,Premium,2025-12-18,8.5,Active
U105433,28,India,Standard,2023-09-07,16.59,Active
U105434,29,India,Premium,2024-04-22,47.98,Active
U105435,16,Japan,Basic,2025-03-02,55.01,Active
U105436,41,Brazil,Premium,2024-04-25,232.23,Active
U105437,40,Japan,Basic,2022-08-20,7.67,Churned
U105438,45,United States,Mobile,2022-05-04,41.03,Active
U105439,46,Australia,Basic,2025-09-27,30.76,Churned
U105440,43,Brazil,Basic,2022-10-21,99.18,Active
U105441,43,South Korea,Premium,2023-01-10,89.57,Active
U105442,41,United States,Premium,2022-03-01,26.43,Active
U105443,43,India,Premium,2025-01-03,20.02,Active
U105444,16,United Kingdom,Mobile,2024-01-10,17.13,Active
U105445,20,Brazil,Basic,2024-07-22,2.37,Active
U105446,18,Brazil,Premium,2022-09-27,15.24,Active
U105447,49,United States,Standard,2024-03-10,20.54,Active
U105448,24,Brazil,Standard,2024-03-15,9.08,Active
U105449,26,Germany,Standard,2025-05-17,5.8,Active
U105450,34,United States,Basic,2024-11-06,26.54,Active
U105451,19,United States,Standard,2024-06-05,43.63,Churned
U105452,38,Germany,Premium,2024-09-05,138.53,Active
U105453,16,India,Basic,2025-02-16,14.78,Churned
U105454,19,India,Mobile,2022-11-21,22.02,Active
U105455,36,Brazil,Standard,2024-05-10,35.08,Active
U105456,19,India,Basic,2025-10-07,30.38,Active
U105457,49,Canada,Premium,2024-11-17,134.27,Active
U105458,34,Japan,Basic,2025-05-06,5.88,Active
U105459,47,India,Basic,2022-03-11,18.98,Active
U105460,38,United States,Premium,2025-05-09,20.82,Active
U105461,33,India,Basic,2024-07-30,16.01,Churned
U105462,22,Mexico,Basic,2022-09-22,13.38,Churned
U105463,45,United States,Premium,2025-07-21,72.8,Active
U105464,39,United Kingdom,Basic,2025-07-05,26.34,Active
U105465,59,Australia,Premium,2024-08-07,65.72,Active
U105466,43,United States,Premium,2025-11-04,115.85,Active
U105467,29,United States,Basic,2025-04-09,38.25,Active
U105468,37,Australia,Standard,2023-09-06,20.48,Active
U105469,39,Germany,Basic,2025-12-17,59.36,Active
U105470,47,United States,Premium,2023-11-25,39.0,Active
U105471,49,India,Basic,2022-08-17,38.83,Active
U105472,32,Australia,Mobile,2022-06-19,62.62,Active
U105473,19,United States,Basic,2024-10-03,0.33,Churned
U105474,16,Brazil,Premium,2022-07-26,63.14,Active
U105475,20,United States,Basic,2025-08-02,0.23,Churned
U105476,26,United Kingdom,Basic,2025-09-19,18.01,Active
U105477,52,India,Standard,2022-02-11,84.62,Active
U105478,52,India,Standard,2022-09-03,17.94,Active
U105479,45,Japan,Mobile,2022-09-11,19.81,Active
U105480,48,Germany,Basic,2024-10-27,64.62,Active
U105481,25,United States,Basic,2022-12-31,9.54,Churned
U105482,16,United States,Standard,2024-09-05,35.96,Active
U105483,21,Canada,Standard,2025-07-09,20.73,Active
U105484,16,Brazil,Mobile,2024-08-21,10.97,Active
U105485,20,Japan,Mobile,2025-11-27,31.0,Churned
U105486,27,United States,Mobile,2023-12-12,34.4,Churned
U105487,36,Japan,Basic,2025-08-26,77.23,Active
U105488,35,United Kingdom,Standard,2025-02-06,17.95,Churned
U105489,25,United States,Premium,2023-11-24,52.44,Active
U105490,40,Germany,Standard,2023-02-20,21.8,Active
U105491,25,India,Premium,2024-09-01,111.71,Active
U105492,34,India,Basic,2025-02-07,35.33,Active
U105493,20,Brazil,Standard,2022-06-01,121.56,Active
U105494,47,United States,Mobile,2023-04-06,17.87,Churned
U105495,34,Australia,Basic,2025-11-30,36.31,Active
U105496,42,United States,Mobile,2022-07-17,18.6,Churned
U105497,19,India,Standard,2025-10-10,99.88,Active
U105498,36,India,Basic,2022-07-12,59.01,Active
U105499,40,Australia,Basic,2024-05-20,46.9,Active
U105500,16,France,Basic,2023-04-03,49.2,Active
U105501,48,Mexico,Standard,2022-07-28,65.7,Active
U105502,19,France,Basic,2022-11-22,35.63,Active
U105503,36,France,Premium,2025-10-15,44.4,Active
U105504,55,Spain,Mobile,2023-02-06,1.03,Churned
U105505,45,United Kingdom,Standard,2025-07-31,16.55,Active
U105506,16,South Korea,Basic,2024-07-17,5.75,Active
U105507,31,India,Standard,2025-12-17,59.12,Active
U105508,48,France,Premium,2023-11-07,60.15,Active
U105509,24,India,Standard,2024-01-12,25.61,Churned
U105510,29,South Korea,Basic,2022-04-29,14.13,Active
U105511,29,United States,Standard,2023-05-24,1.84,Active
U105512,40,Japan,Standard,2024-05-17,30.67,Active
U105513,16,Australia,Standard,2023-07-05,15.43,Churned
U105514,41,Germany,Basic,2022-09-09,9.07,Churned
U105515,26,Spain,Mobile,2023-12-27,16.09,Active
U105516,33,United States,Basic,2025-11-27,16.2,Churned
U105517,31,Germany,Basic,2025-08-24,6.3,Churned
U105518,41,France,Basic,2023-06-20,47.66,Active
U105519,33,Germany,Standard,2022-07-07,27.46,Active
U105520,51,Germany,Standard,2022-01-20,53.65,Active
U105521,45,United Kingdom,Basic,2024-08-04,23.94,Active
U105522,24,Canada,Standard,2024-10-02,78.55,Active
U105523,50,United Kingdom,Premium,2025-08-29,2.7,Active
U105524,37,United States,Standard,2024-04-26,30.29,Active
U105525,36,India,Mobile,2023-02-04,45.66,Active
U105526,44,Brazil,Standard,2022-02-06,18.63,Active
U105527,21,United States,Basic,2024-02-06,16.19,Active
U105528,17,Spain,Mobile,2023-02-25,3.26,Churned
U105529,34,Japan,Premium,2025-03-05,28.85,Active
U105530,26,Spain,Standard,2024-07-29,37.18,Active
U105531,58,South Korea,Premium,2024-01-22,128.66,Active
U105532,24,France,Standard,2024-12-19,27.6,Churned
U105533,34,India,Standard,2024-02-10,37.16,Active
U105534,36,South Korea,Premium,2024-08-04,194.53,Active
U105535,48,India,Premium,2025-01-24,135.27,Active
U105536,22,India,Standard,2022-04-13,62.26,Active
U105537,16,India,Premium,2022-08-29,65.4,Active
U105538,50,Japan,Standard,2023-12-02,34.78,Active
U105539,34,South Korea,Basic,2024-11-09,47.34,Active
U105540,43,United States,Mobile,2023-09-02,21.91,Active
U105541,44,France,Standard,2025-08-27,9.77,Churned
U105542,46,Mexico,Standard,2025-11-29,27.57,Active
U105543,29,Australia,Standard,2022-05-29,24.35,Active
U105544,26,Japan,Standard,2024-08-26,32.05,Active
U105545,16,Japan,Standard,2022-03-29,44.68,Active
U105546,22,United Kingdom,Mobile,2025-02-17,25.29,Active
U105547,34,Brazil,Premium,2022-05-08,87.51,Active
U105548,25,India,Premium,2022-05-29,103.14,Active
U105549,20,Spain,Standard,2024-12-09,78.36,Active
U105550,34,Japan,Standard,2023-08-02,14.47,Active
U105551,50,United Kingdom,Basic,2023-07-26,70.09,Active
U105552,33,United States,Standard,2023-09-21,38.98,Active
U105553,20,United Kingdom,Basic,2023-11-10,124.18,Active
U105554,49,India,Premium,2024-09-06,149.5,Active
U105555,24,Australia,Mobile,2024-11-29,8.19,Churned
U105556,51,Canada,Standard,2025-10-24,42.68,Active
U105557,30,Canada,Standard,2024-02-03,23.39,Active
U105558,35,South Korea,Premium,2025-05-18,60.5,Active
U105559,52,France,Basic,2024-05-26,42.43,Active
U105560,17,United States,Mobile,2022-04-10,54.87,Active
U105561,21,Germany,Standard,2025-05-26,88.04,Active
U105562,30,Japan,Basic,2023-10-04,10.29,Churned
U105563,32,Spain,Basic,2023-10-21,89.12,Active
U105564,65,United Kingdom,Mobile,2025-05-07,17.35,Active
U105565,23,United States,Basic,2025-07-01,31.01,Active
U105566,18,India,Premium,2025-12-24,13.71,Churned
U105567,22,Spain,Basic,2024-02-03,40.01,Churned
U105568,36,United States,Basic,2023-10-10,19.63,Active
U105569,39,India,Mobile,2023-08-10,4.93,Churned
U105570,25,France,Basic,2023-05-08,26.77,Churned
U105571,34,Mexico,Basic,2023-01-17,31.57,Active
U105572,57,Germany,Standard,2023-04-10,88.79,Active
U105573,34,United States,Mobile,2024-12-02,57.71,Active
U105574,37,Brazil,Standard,2023-03-11,22.61,Churned
U105575,56,India,Basic,2024-06-27,42.64,Active
U105576,25,India,Mobile,2022-12-23,49.14,Churned
U105577,24,Brazil,Premium,2025-03-25,4.78,Active
U105578,28,France,Premium,2023-09-07,38.13,Active
U105579,27,India,Premium,2024-03-09,36.31,Active
U105580,16,South Korea,Premium,2025-11-20,11.6,Active
U105581,35,United States,Standard,2025-06-19,29.79,Active
U105582,36,India,Standard,2023-05-02,1.01,Churned
U105583,31,United States,Premium,2023-02-24,10.75,Churned
U105584,36,India,Premium,2024-03-10,28.77,Churned
U105585,37,United States,Mobile,2024-12-02,37.06,Active
U105586,18,United States,Standard,2025-11-14,3.38,Churned
U105587,37,India,Standard,2023-07-29,44.35,Active
U105588,40,United Kingdom,Standard,2024-04-26,61.17,Active
U105589,16,India,Premium,2022-06-16,29.86,Active
U105590,51,India,Standard,2024-12-02,62.23,Active
U105591,19,Canada,Premium,2024-02-11,65.88,Active
U105592,20,Canada,Standard,2024-08-04,30.6,Active
U105593,36,United Kingdom,Basic,2022-12-04,20.01,Churned
U105594,40,Spain,Standard,2023-09-19,37.53,Churned
U105595,43,United States,Premium,2022-04-01,161.97,Active
U105596,40,Canada,Mobile,2023-06-04,11.22,Churned
U105597,27,Brazil,Standard,2023-06-15,115.24,Active
U105598,35,United Kingdom,Standard,2023-10-28,23.37,Active
U105599,30,United States,Standard,2025-11-28,47.18,Active
U105600,36,United States,Standard,2024-06-19,3.68,Churned
U105601,34,South Korea,Basic,2025-07-29,5.04,Churned
U105602,27,India,Mobile,2022-10-20,61.66,Active
U105603,29,Mexico,Mobile,2025-12-01,6.16,Active
U105604,16,United States,Standard,2024-06-01,60.76,Active
U105605,43,Brazil,Standard,2022-02-11,43.25,Churned
U105606,37,United Kingdom,Basic,2025-06-14,28.79,Active
U105607,16,Mexico,Standard,2022-08-12,58.11,Active
U105608,43,India,Standard,2025-03-21,59.6,Active
U105609,33,United Kingdom,Premium,2022-12-10,49.75,Active
U105610,22,South Korea,Basic,2024-09-15,11.58,Active
U105611,21,United States,Premium,2024-12-11,40.47,Churned
U105612,25,Germany,Standard,2022-06-23,121.17,Active
U105613,22,India,Premium,2025-11-29,25.66,Churned
U105614,24,Mexico,Premium,2025-07-18,29.66,Active
U105615,54,Australia,Basic,2023-08-17,4.09,Active
U105616,38,India,Standard,2022-12-30,31.79,Active
U105617,58,Canada,Premium,2024-05-02,48.32,Active
U105618,36,India,Premium,2025-03-01,35.69,Active
U105619,40,Mexico,Basic,2022-05-10,29.26,Active
U105620,23,India,Standard,2022-08-11,22.09,Active
U105621,31,United Kingdom,Standard,2024-07-07,97.66,Active
U105622,33,France,Premium,2023-02-24,21.71,Active
U105623,41,United States,Premium,2025-08-07,85.14,Active
U105624,33,Mexico,Basic,2024-03-02,12.65,Churned
U105625,38,South Korea,Premium,2024-08-20,18.21,Active
U105626,37,Brazil,Premium,2023-05-26,74.99,Active
U105627,30,India,Premium,2024-08-11,19.78,Active
U105628,29,South Korea,Basic,2023-01-11,20.31,Churned
U105629,25,Japan,Standard,2023-12-13,28.8,Churned
U105630,46,Brazil,Standard,2022-02-03,105.49,Active
U105631,30,United Kingdom,Basic,2023-10-19,25.15,Churned
U105632,37,Japan,Standard,2025-01-23,4.89,Active
U105633,32,United Kingdom,Basic,2023-06-24,27.37,Active
U105634,46,South Korea,Basic,2022-03-27,60.07,Active
U105635,16,Brazil,Premium,2025-04-12,80.84,Active
U105636,37,Spain,Basic,2023-02-27,30.17,Active
U105637,18,Germany,Premium,2024-07-30,39.81,Active
U105638,38,India,Basic,2024-11-14,40.24,Churned
U105639,32,Spain,Standard,2023-03-14,29.01,Active
U105640,16,Spain,Standard,2023-03-06,28.98,Active
U105641,38,Spain,Premium,2024-01-27,75.66,Active
U105642,36,United States,Premium,2023-11-11,112.91,Active
U105643,31,United Kingdom,Standard,2022-06-18,9.29,Active
U105644,32,India,Premium,2022-05-01,27.31,Active
U105645,35,France,Basic,2022-03-08,24.86,Active
U105646,48,South Korea,Standard,2023-04-06,47.14,Active
U105647,30,United States,Basic,2022-07-18,31.34,Active
U105648,46,United States,Standard,2025-01-10,20.13,Active
U105649,33,France,Basic,2025-06-20,8.28,Churned
U105650,49,United Kingdom,Mobile,2025-03-08,9.26,Active
U105651,31,Germany,Standard,2023-01-11,10.19,Churned
U105652,26,India,Standard,2023-05-03,13.17,Churned
U105653,20,India,Standard,2025-11-07,108.57,Active
U105654,33,United Kingdom,Standard,2022-07-14,43.83,Active
U105655,24,United States,Basic,2023-05-09,57.02,Active
U105656,50,United States,Mobile,2023-10-11,14.69,Active
U105657,23,United Kingdom,Premium,2023-08-22,39.95,Active
U105658,25,United States,Basic,2025-10-05,39.61,Active
U105659,40,Mexico,Premium,2025-03-31,17.38,Active
U105660,48,Japan,Standard,2025-12-05,37.78,Active
U105661,42,India,Basic,2022-11-23,10.89,Active
U105662,46,United States,Standard,2022-04-10,0.0,Active
U105663,33,Brazil,Basic,2025-08-20,0.0,Churned
U105664,33,Brazil,Basic,2022-07-21,39.82,Active
U105665,58,South Korea,Premium,2024-08-12,35.63,Active
U105666,54,Canada,Basic,2025-07-24,19.41,Active
U105667,42,Japan,Mobile,2022-04-01,11.39,Active
U105668,47,United Kingdom,Premium,2024-06-25,63.1,Active
U105669,44,United States,Premium,2025-10-28,151.46,Active
U105670,19,India,Premium,2025-11-02,61.71,Active
U105671,33,India,Mobile,2023-02-24,10.01,Active
U105672,51,United Kingdom,Standard,2023-01-12,10.9,Active
U105673,42,India,Standard,2022-12-05,47.66,Churned
U105674,33,United States,Standard,2024-05-21,83.06,Active
U105675,52,India,Mobile,2025-08-04,37.57,Active
U105676,38,France,Basic,2025-08-24,24.22,Churned
U105677,43,United States,Standard,2023-04-21,67.32,Active
U105678,38,South Korea,Premium,2024-01-24,53.0,Churned
U105679,40,France,Standard,2024-11-21,31.34,Active
U105680,41,France,Mobile,2024-09-13,41.48,Active
U105681,49,Australia,Standard,2022-02-19,87.24,Active
U105682,51,Japan,Basic,2025-07-17,12.11,Active
U105683,28,United States,Standard,2025-09-06,14.33,Churned
U105684,38,Brazil,Standard,2024-07-18,36.9,Active
U105685,49,United Kingdom,Basic,2023-08-21,32.42,Active
U105686,32,Japan,Basic,2025-03-01,27.62,Active
U105687,18,United Kingdom,Basic,2022-09-18,64.29,Active
U105688,23,India,Premium,2022-11-20,70.18,Active
U105689,23,India,Mobile,2025-12-03,32.17,Active
U105690,28,United Kingdom,Standard,2023-05-26,37.04,Active
U105691,25,France,Basic,2024-12-18,79.22,Active
U105692,46,South Korea,Standard,2023-08-09,73.64,Active
U105693,30,United States,Premium,2025-03-04,139.57,Active
U105694,49,Mexico,Premium,2025-03-19,45.67,Active
U105695,20,South Korea,Standard,2024-01-02,19.81,Churned
U105696,29,Australia,Basic,2023-07-09,54.48,Churned
U105697,35,Australia,Mobile,2024-10-02,19.4,Churned
U105698,43,Japan,Premium,2022-10-26,29.02,Active
U105699,47,Mexico,Basic,2023-03-01,32.49,Active
U105700,27,Brazil,Premium,2022-03-13,73.14,Active
U105701,45,Australia,Basic,2024-01-27,25.04,Active
U105702,16,United States,Basic,2024-07-27,13.13,Active
U105703,44,Mexico,Premium,2023-07-10,36.87,Active
U105704,17,Canada,Standard,2024-12-29,22.5,Active
U105705,39,United States,Standard,2023-09-13,14.15,Churned
U105706,47,Japan,Mobile,2022-11-02,6.33,Churned
U105707,44,India,Premium,2022-01-07,95.95,Active
U105708,16,Germany,Basic,2025-05-28,71.46,Active
U105709,28,Canada,Premium,2025-03-29,44.18,Active
U105710,42,United Kingdom,Premium,2023-10-19,24.65,Active
U105711,42,Canada,Standard,2022-11-15,27.13,Active
U105712,37,Canada,Mobile,2024-05-13,11.11,Active
U105713,16,Mexico,Premium,2023-11-23,16.42,Active
U105714,48,Spain,Basic,2023-05-29,23.65,Active
U105715,50,United States,Basic,2024-08-20,41.67,Active
U105716,35,United States,Premium,2022-12-01,9.74,Active
U105717,36,United States,Mobile,2022-02-20,39.13,Active
U105718,40,United Kingdom,Basic,2022-08-30,27.62,Active
U105719,51,India,Basic,2023-05-15,36.84,Active
U105720,37,Brazil,Premium,2025-04-23,45.68,Active
U105721,31,France,Basic,2023-01-21,36.84,Active
U105722,38,Canada,Basic,2025-11-04,24.32,Active
U105723,33,Germany,Mobile,2022-07-13,7.94,Active
U105724,34,United States,Premium,2025-12-28,124.21,Active
U105725,16,United States,Mobile,2025-04-02,20.49,Active
U105726,40,India,Premium,2022-04-10,35.95,Active
U105727,48,India,Standard,2024-03-01,38.55,Active
U105728,46,Canada,Mobile,2024-09-20,77.78,Active
U105729,45,Mexico,Standard,2023-10-29,64.67,Active
U105730,33,France,Basic,2025-12-03,37.11,Active
U105731,35,Mexico,Mobile,2022-07-13,33.96,Active
U105732,48,India,Premium,2024-02-27,37.22,Active
U105733,44,United Kingdom,Mobile,2024-01-21,30.78,Active
U105734,51,United States,Basic,2024-06-09,13.35,Active
U105735,25,India,Mobile,2023-01-26,25.18,Active
U105736,25,United States,Premium,2023-12-12,106.13,Active
U105737,30,South Korea,Premium,2022-07-04,38.2,Active
U105738,22,Brazil,Mobile,2022-06-29,33.65,Active
U105739,18,Mexico,Standard,2024-02-09,25.72,Churned
U105740,39,India,Premium,2024-12-08,42.56,Active
U105741,38,South Korea,Premium,2024-09-22,97.53,Active
U105742,36,Japan,Premium,2025-10-28,76.79,Active
U105743,38,Canada,Mobile,2022-03-24,44.3,Active
U105744,16,Brazil,Premium,2023-09-25,57.51,Active
U105745,28,India,Basic,2022-03-24,42.18,Churned
U105746,30,United Kingdom,Basic,2023-06-11,5.65,Active
U105747,34,United States,Mobile,2024-12-14,15.02,Active
U105748,16,United States,Mobile,2024-05-18,3.66,Churned
U105749,22,United States,Mobile,2022-10-29,20.97,Active
U105750,28,Japan,Basic,2022-04-12,25.55,Active
U105751,46,Mexico,Standard,2022-08-13,12.37,Churned
U105752,37,India,Premium,2023-09-09,15.4,Active
U105753,46,United Kingdom,Premium,2025-11-05,39.45,Active
U105754,32,United States,Basic,2023-07-24,7.91,Active
U105755,34,India,Premium,2022-09-20,98.75,Active
U105756,39,United Kingdom,Basic,2023-01-23,8.46,Active
U105757,31,Australia,Standard,2024-09-26,27.86,Churned
U105758,26,United States,Basic,2023-02-10,19.72,Active
U105759,16,United States,Basic,2025-04-04,10.43,Active
U105760,26,Mexico,Basic,2022-02-25,9.4,Active
U105761,44,South Korea,Mobile,2023-04-26,55.94,Active
U105762,49,United States,Premium,2023-01-06,116.82,Active
U105763,24,India,Mobile,2023-11-08,6.14,Churned
U105764,16,Spain,Standard,2023-08-02,36.82,Active
U105765,45,Spain,Standard,2024-03-20,36.07,Active
U105766,34,South Korea,Standard,2023-04-26,30.06,Churned
U105767,17,India,Premium,2022-10-20,85.51,Active
U105768,16,Canada,Standard,2024-07-29,60.19,Active
U105769,22,Brazil,Premium,2023-03-09,36.62,Active
U105770,28,India,Premium,2025-07-03,68.61,Active
U105771,20,India,Mobile,2025-11-07,12.71,Active
U105772,42,India,Basic,2022-12-04,8.07,Active
U105773,24,India,Standard,2023-02-04,87.78,Active
U105774,34,Germany,Basic,2025-10-22,92.78,Active
U105775,62,Canada,Basic,2025-03-31,10.08,Active
U105776,35,Spain,Premium,2023-10-16,35.2,Active
U105777,32,Spain,Standard,2024-02-21,76.56,Active
U105778,32,Australia,Premium,2022-12-20,36.22,Active
U105779,42,India,Basic,2024-07-31,23.58,Active
U105780,40,Brazil,Mobile,2025-09-30,27.85,Active
U105781,21,India,Mobile,2023-10-30,36.51,Active
U105782,29,Japan,Standard,2023-09-27,33.07,Active
U105783,25,India,Mobile,2024-05-08,55.1,Active
U105784,30,South Korea,Basic,2025-04-14,38.24,Active
U105785,55,United States,Premium,2024-02-28,34.04,Churned
U105786,41,South Korea,Mobile,2023-10-08,86.04,Active
U105787,33,Canada,Premium,2023-12-05,20.95,Active
U105788,48,United States,Premium,2022-01-20,52.81,Active
U105789,36,Spain,Standard,2025-03-18,39.07,Active
U105790,16,United States,Premium,2023-06-06,59.59,Active
U105791,53,India,Premium,2025-07-09,23.56,Active
U105792,32,Japan,Basic,2023-06-26,15.37,Churned
U105793,16,United Kingdom,Basic,2023-01-09,36.52,Active
U105794,16,Australia,Premium,2025-07-15,58.49,Active
U105795,47,Germany,Premium,2022-07-18,3.4,Active
U105796,16,United States,Standard,2025-02-09,36.74,Active
